name_track,duration_ms,explicit,artists_track,artists_track_uri,featuring,track_number,disc_number,name_album,artist,total_tracks,uri_track,uri_album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,clean_title,lyrics,lyrics_state,all_artists,first_artist
Nice 'N' Easy - Remastered,165786,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,1,1,Sinatra Sings Alan & Marilyn Bergman,Frank Sinatra,13,spotify:track:5onosMoIeq82BvOgpsZqaO,spotify:album:5CUT8cFNmHeCBzrX8eMdiE,0.479,0.22,0,-11.427,1,0.0327,0.8759999999999999,0.0,0.111,0.471,109.937,4,nice_n_easy,"Let's take it nice and easy
It's gonna be so easy
For us to fall in love
Hey baby what's your hurry
Relax and don't you worry
We're gonna fall in love
We're on the road to romance - that's safe to say
But let's make all the stops along the way
The problem now of course is
To simply hold your horses
To rush would be a crime
'Cause nice and easy does it
Nice 'n' easy does it
Nice 'n' easy does it every time
""Like the man says, 'one more time' ""
Nice 'n' easy does it
Nice 'n' easy does it
Nice 'n' easy does it every time",complete,Frank Sinatra,Frank Sinatra
Ol' Macdonald,160306,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,2,1,Sinatra Sings Alan & Marilyn Bergman,Frank Sinatra,13,spotify:track:0mbxjGR00powlsIq7CB3u7,spotify:album:5CUT8cFNmHeCBzrX8eMdiE,0.608,0.407,11,-8.869,0,0.0375,0.738,0.0,0.181,0.73,84.75,4,ol_macdonald,"Ol' MacDonald had a farm, E-I-E-I-O
And on this farm there was a chick
The purtiest chick I know
With a little curve here and a little curve there
This chick, she had curves everywhere
Ol' MacDonald had a farm, E-I-E-I-O
And oh, this chick, she had a walk, E-I-E-I-O
And how this walk would drive 'em wild swingin' to and 'fro
With a little wiggle here and a little wiggle there
Man, this chick had wiggles to spare
Ol' MacDonald had a farm, E-I-E-I-O
When she went walkin' into town, E-I-E-I-O
The local gentry popped their eyes
Tarnation, what a show
With a ""goldang"" here and a ""goshdarn"" there
""Heavens to Betsy"" I do declare
Ol' MacDonald had a farm E-I-E-I-O
There was a barn dance Saturday night, E-I-E-I-O
And the fellas came from miles around
Just to see her do-si-do
With a promenade here and a promenade there
At a square dance, boy, this chick was no square
Ol' MacDonald had a farm, E-I-E-I-O
I used to be a travelling man, E-I-O
Until I hit MacDonald's place things were mighty slow
With a little chick here and a little chick there
I didn't have a real chick anywhere
Ol' MacDonald had a farm, E-I-E-I-O
This farmer's daughter knocked me out, E-I-E-I-O, ah-hah
I asked MacDonald for her hand
And Pappy hollered ""Go!""
With a little curve here and a little wiggle there
A ""goldang"" here and a ""goshdarn"" there
A do-si-do here and a promenade there
Got my own private county fair
'cause ol' MacDonald had a farm, E-I-O-I-O!!",complete,Frank Sinatra,Frank Sinatra
Sentimental Baby,156280,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,3,1,Sinatra Sings Alan & Marilyn Bergman,Frank Sinatra,13,spotify:track:4CMxuFLacEaVyLdACisO6P,spotify:album:5CUT8cFNmHeCBzrX8eMdiE,0.29,0.146,1,-14.814,1,0.0294,0.899,0.0005009999999999999,0.16899999999999998,0.285,82.29799999999999,3,sentimental_baby,"Sentimental baby, sweet and gentle baby
Just the way a baby oughta be
Heaven in the morning, heaven in the evening
How did such an angel get to me?
Cuddle and caress me, snuggle up and ""Yes"" me
I'm a guy who loves a clinging vine
Kiss me, baby, kiss me and then
Do it, baby, over again
Sentimental baby, tell me you're my baby
Sentimental baby of mine
Instrumental-first line of second verse
I'm a guy who loves a clinging vine
Kiss me, baby, kiss me and then
Do it, baby, all over again
Sentimental baby, tell me you're my baby
Sentimental baby of mine",complete,Frank Sinatra,Frank Sinatra
Love Looks So Well On You,158893,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,4,1,Sinatra Sings Alan & Marilyn Bergman,Frank Sinatra,13,spotify:track:1jpAMwdyZJ1lUzypmKplHQ,spotify:album:5CUT8cFNmHeCBzrX8eMdiE,0.203,0.287,8,-10.445,1,0.0317,0.901,0.0004570000000000001,0.107,0.201,85.471,4,love_looks_so_well_on_you,"Like moonlight looks on a country side, like a rose that's silvered with dew
Like sunlight looks on a meadow, love looks so well on you
Like children look on a carousel, all the joys they feel shining through
Like picnics look on a Sunday, love looks so well on you
It's bright as the starlight in your eyes, with stardust in your hair
And oh, that expression on your face, is one you should always wear
Everyday you grow even lovelier, yes, you do, my darling, you do
I love you every day of your life, cause love looks so well on you",complete,Frank Sinatra,Frank Sinatra
Sleep Warm,166066,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,5,1,Sinatra Sings Alan & Marilyn Bergman,Frank Sinatra,13,spotify:track:0232TyVstS0QYV9dJ6dT7U,spotify:album:5CUT8cFNmHeCBzrX8eMdiE,0.146,0.174,10,-15.175999999999998,1,0.032,0.929,0.0142,0.11,0.139,88.00399999999998,5,sleep_warm,"Sleep warm, sleep tight, when you turn off the light
Sleep warm, sleep well, my love
Rest your head on your pillow, what a lucky pillow
Close to you, so close to you all night
Sleep warm, sleep well, let dreams within you dwell
Sweet dreams of me, my love
Close your eyes now and kiss me, and whisper you miss me
Sleep tight, sleep well, sleep warm",complete,Frank Sinatra,Frank Sinatra
What Are You Doing The Rest Of Your Life?,243400,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,6,1,Sinatra Sings Alan & Marilyn Bergman,Frank Sinatra,13,spotify:track:69jIg8wAYkvS50VM1kVOZ1,spotify:album:5CUT8cFNmHeCBzrX8eMdiE,0.21,0.27,7,-11.027,1,0.0328,0.701,2.11e-06,0.132,0.187,168.692,3,what_are_you_doing_the_rest_of_your_life,"I want to see your face in every kind of light
In fields of dawn and forests of the night
And when you stand before the candles on a cake
Oh, let me be the one to hear the silent wish you make
What are you doing the rest of your life?
North and South and East and West of your life
I have only one request of your life
That you spend it all with me
All the seasons and the times of your days
All the nickels and the dimes of your days
Let the reasons and the rhymes of your days
All begin and end with me
I want to see your face in every kind of light
In the fields of dawn and the forests of the night
And when you stand before the candles on a cake
Oh, let me be the one to hear the silent wish you make
Those tomorrows waiting deep in your eyes
In the world of love that you keep in your eyes
I'll awaken what's asleep in your eyes
It may take a kiss or two
Through all of my life
Summer, Winter, Spring, and Fall of my life
All I ever will recall of my life
Is all of my life with you",complete,Frank Sinatra,Frank Sinatra
The Summer Knows,162133,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,7,1,Sinatra Sings Alan & Marilyn Bergman,Frank Sinatra,13,spotify:track:0j4YolVWkLWMpZUKkhrpkI,spotify:album:5CUT8cFNmHeCBzrX8eMdiE,0.145,0.149,2,-15.0,1,0.0356,0.919,7.900000000000001e-05,0.126,0.0776,50.359,4,the_summer_knows,"Verse 1:
The summer smiles, the summer knows, and unashamed, she sheds her clothes
The summer smoothes the restless sky
And lovingly she warms the sand on which you lie
The summer knows, the summer's wise, she sees the doubts within your eyes
And so she takes her summertime, tells the moon to wait and the sun to linger
Twist the world around her summer finger
Lets you see the wonder of it all
And if you learned your lesson well
There's little more for her to tell
One last caress, it's time to dress for fall",complete,Frank Sinatra,Frank Sinatra
"Summer Me, Winter Me",246226,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,8,1,Sinatra Sings Alan & Marilyn Bergman,Frank Sinatra,13,spotify:track:5QtiXJLpOZuAw7wmZruH3N,spotify:album:5CUT8cFNmHeCBzrX8eMdiE,0.12,0.26,10,-12.032,1,0.0367,0.715,0.00022,0.142,0.17,77.392,4,summer_me_winter_me,"Writer(s): Bergman/Bergman/Legrand
Summer me, winter me
And with your kisses
Morning me, evening me
And as the world slips
Far away, star away
Forever me with love
Wonder me, wander me
Then by a fire
Pleasure me, peaceful me
And in the silence
Quietly, whisper me
Forever me with love
Forever me with love
And ev'ry day I'll
Gentle you, tender you
And oh, the way I'll
Velvet you, clover you
I'll wrap you up and
Ribbon you, rainbow you
And shower you with shine!
Suddenly, magically
We found each other
There we were, here we are
I plan to let you
Happy me, summer me
Winter me, always be mine!",complete,Frank Sinatra,Frank Sinatra
L.A. Is My Lady,195160,False,"['Frank Sinatra', 'Quincy Jones']","['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0', 'spotify:artist:3rxIQc9kWT6Ueg4BhnOwRK']",True,9,1,Sinatra Sings Alan & Marilyn Bergman,Frank Sinatra,13,spotify:track:1mg5xXuAFmXqleQaeQYkII,spotify:album:5CUT8cFNmHeCBzrX8eMdiE,0.502,0.5760000000000001,10,-8.548,1,0.059,0.6920000000000001,0.0,0.119,0.5489999999999999,112.812,4,la_is_my_lady,"The music she moves to, is music that makes me a dancer
I brought her my wildest of dreams, and she came up with the answer
I leave behind a part of myself, whenever I leave her
But oh, when I'm back in her arms
She smiles and then - I am home again
'Cause L.A. is my lady
She's always there for me
L.A. is my lady
She knows how to care for me
No lady's sweeter - you know it the moment you meet her
I've been in love more times, than I care to remember
And love's kept me cool in July and warm in December
It may not have lasted, but each time I thought it was heaven
You name it, I've been there and back
Lookin' for someone who - I'd be faithful to
L.A. is my lady
She's always there for me
L.A. is my lady
She knows how to care for me
She's good to me - yeah she's good to me
And that's why
L.A. is my lady - L.A. is my lady
And you're lookin' at a man who - doesn't ever plan to
Kiss his lady bye-bye",complete,"Frank Sinatra, Quincy Jones",Frank Sinatra
How Do You Keep The Music Playing?,235200,False,"['Frank Sinatra', 'Quincy Jones']","['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0', 'spotify:artist:3rxIQc9kWT6Ueg4BhnOwRK']",True,10,1,Sinatra Sings Alan & Marilyn Bergman,Frank Sinatra,13,spotify:track:3UKm7lMwJwTxx3D15Gl0l9,spotify:album:5CUT8cFNmHeCBzrX8eMdiE,0.386,0.198,0,-15.674,1,0.0332,0.95,0.000193,0.0692,0.267,76.09100000000002,4,how_do_you_keep_the_music_playing,"(Lorrie)
How do you keep the music playing, how do you make it last
How do keep the song from fading too fast
How do you lose yourself to someone, and never lose your way
How do you not run out of new things to say
(Frank)
My funny Valentine
Sweet comic Valentine
You make me smile with my heart
(Lorrie)
And since you know we're always changing
(Frank)
Your looks are laughable
(Lorrie)
How can it be the same
(Frank)
Unphotographable
Yet you're my favourite work of art
(Lorrie)
You're sure your heart will fall apart, each time you hear her name
(Frank)
Is your figure less than Greek
Is your mouth a little weak
When you open it to speak
Are you smart?
(Lorrie)
If we can be the best of lovers, yet be the best of friends
If we can try with every day, to make it better as it goes
(Frank)
Don't you change one hair for me
Not if you care for me
(Both)
Stay little Valentine, please stay
(Lorrie)
With any luck than I suppose, the music never ends
(Frank)
Each day is Valentine's, Valentine's Day
(Frank)
Winter time
(Lorrie)
Winter time
(Frank)
Summer time
(Lorrie)
Summer time
(Frank)
Evening time
(Lorrie)
Evening time
(Frank)
Or any time
(Both)
I love you",complete,"Frank Sinatra, Quincy Jones",Frank Sinatra
Christmas Memories,130253,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,11,1,Sinatra Sings Alan & Marilyn Bergman,Frank Sinatra,13,spotify:track:68TsOfzjaJwuY5etna5pS9,spotify:album:5CUT8cFNmHeCBzrX8eMdiE,0.35600000000000004,0.327,11,-14.707,1,0.0323,0.513,0.000413,0.364,0.21600000000000005,81.65,4,christmas_memories,"Singing carols, stringing popcorn, making footprints in the snow
Memories, Christmas memories, they're the sweetest ones I know
Cookies taking in the kitchen, calls in rhythm everywhere
Proxies, Christmas memories, float like snowflakes in the air
Oh the joy of waking Christmas mornings, the family round the tree
We had a way of making Christmas morning as merry as can be
I close my eyes and see shining faces
Of all the children who now have children of their own
Funny, but comes December, and I remember every Christmas I've known",complete,Frank Sinatra,Frank Sinatra
Leave It All To Me,200746,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,12,1,Sinatra Sings Alan & Marilyn Bergman,Frank Sinatra,13,spotify:track:4yuSTIjDDVkhdea9yaa4eb,spotify:album:5CUT8cFNmHeCBzrX8eMdiE,0.735,0.491,6,-8.759,1,0.0513,0.758,1.62e-06,0.163,0.812,148.57299999999995,4,leave_it_all_to_me,"Step right up and step inside
You ain't seen nothing yet
Life's a rollercoaster ride
One ticket's all you get
Nothing like it anywhere
It's cheap at any price
You won't believe the view up there
From hell to paradise
Honky tonk and pleasure palaces
There's so much to see
We can take a trip like Alice's
Leave it all to me
Satin sheets and sailing ships
Never touch the shore
Painted lights and painted lips
That always ask for more
Taste it, try it, don't deny it
You'll be glad you came
Once you told me of your diet
You won't be the same
Step right up and step inside
You ain't seen nothing yet
Life's a rollercoaster ride
One ticket's all you get
Satin sheets and sailing ships
Never touch the shore
Painted lights and parted lips
That always ask for more
Taste it, try it, don't deny it
You'll be glad you came
Once you add me to your diet
You won't be the same
Step right up and step inside
You ain't seen nothing yet
Life's a rollercoaster ride
One ticket's all you get
Nothing like it anywhere
It's cheap at any price
You won't believe the view up there
From hell to paradise
There are honky tonks and pleasure palaces
So much to see
We can take a trip like Alice's
Leave it all to me",,Frank Sinatra,Frank Sinatra
How Do You Keep The Music Playing '83,244933,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,13,1,Sinatra Sings Alan & Marilyn Bergman,Frank Sinatra,13,spotify:track:3WkEeCi2aDHLRq4yhakCnx,spotify:album:5CUT8cFNmHeCBzrX8eMdiE,0.416,0.24,0,-11.489,1,0.0348,0.843,0.0,0.0916,0.252,134.355,3,how_do_you_keep_the_music_playing,"(Lorrie)
How do you keep the music playing, how do you make it last
How do keep the song from fading too fast
How do you lose yourself to someone, and never lose your way
How do you not run out of new things to say
(Frank)
My funny Valentine
Sweet comic Valentine
You make me smile with my heart
(Lorrie)
And since you know we're always changing
(Frank)
Your looks are laughable
(Lorrie)
How can it be the same
(Frank)
Unphotographable
Yet you're my favourite work of art
(Lorrie)
You're sure your heart will fall apart, each time you hear her name
(Frank)
Is your figure less than Greek
Is your mouth a little weak
When you open it to speak
Are you smart?
(Lorrie)
If we can be the best of lovers, yet be the best of friends
If we can try with every day, to make it better as it goes
(Frank)
Don't you change one hair for me
Not if you care for me
(Both)
Stay little Valentine, please stay
(Lorrie)
With any luck than I suppose, the music never ends
(Frank)
Each day is Valentine's, Valentine's Day
(Frank)
Winter time
(Lorrie)
Winter time
(Frank)
Summer time
(Lorrie)
Summer time
(Frank)
Evening time
(Lorrie)
Evening time
(Frank)
Or any time
(Both)
I love you",complete,Frank Sinatra,Frank Sinatra
You Make Me Feel so Young - 2007 - Remaster,174960,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,1,1,I've Got You Under My Skin,Frank Sinatra,20,spotify:track:20WO94LqANfYuVP42nMeSg,spotify:album:5RsGXBfziufICYJyhHa6ZA,0.522,0.328,9,-11.502,1,0.036000000000000004,0.721,0.0,0.156,0.579,125.845,4,you_make_me_feel_so_young,"You make me feel so young
You make me feel so spring has sprung
And every time I see you grin
I'm such a happy individual
The moment that you speak
I wanna go play hide-and-seek
I wanna go and bounce the moon
Just like a toy balloon
You and I are just like a couple of tots
Running across the meadow
Picking up lots of forget-me-nots
You make me feel so young
You make me feel there are songs to be sung
Bells to be rung
And a wonderful fling to be flung
And even when I'm old and gray
I'm gonna feel the way I do today
'Cause you make me feel so young
You make me feel so young
You make me feel so spring has sprung
And every time I see you grin
I'm such a happy individual
The moment that you speak
I wanna go play hide-and-seek
I wanna go and bounce the moon
Just like a toy balloon
You and I are just like a couple of tots
Running across the meadow
Picking up lots of forget-me-nots
You make me feel so young
You make me feel there are songs to be sung
Bells to be rung
Wonderful fling to be flung
And even when I'm old and gray
I'm gonna feel the way I do today
'Cause you, you make me feel so young
You make me feel so young
You make me feel so young
Ooh, you make me feel so young",complete,Frank Sinatra,Frank Sinatra
It Happened in Monterey - 2007 - Remaster,153986,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,2,1,I've Got You Under My Skin,Frank Sinatra,20,spotify:track:7Bpka63AaAzLzE1OKWcvt2,spotify:album:5RsGXBfziufICYJyhHa6ZA,0.486,0.312,7,-11.81,1,0.0348,0.713,0.0,0.0745,0.5770000000000001,121.805,4,it_happened_in_monterey,"It happened in Monterey
A long time ago
I met her in Monterey
In old Mexico
Stars and steel guitars
And luscious lips as red as wine
Broke somebody's heart
And I'm afraid that it was mine
It happened in Monterey
Without thinking twice
I left her and threw away the key to paradise
My indiscreet heart
Longs for the sweetheart
That I left in old Monterey
It happened in Monterey
A long time ago
I met her in Monterey
In old Mexico
Stars, guitars
Lips red as wine
Broke somebody's heart
And I fear that it was mine
It happened in Monterey
And without thinking twice
I left her and I threw away the key to paradise
My indiscreet heart
How it longs for that sweetheart
That I left in old Monterey",complete,Frank Sinatra,Frank Sinatra
My Funny Valentine - 2007 - Remaster,151706,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,3,1,I've Got You Under My Skin,Frank Sinatra,20,spotify:track:29ZwYoIgUgVNgJUdw9NH3O,spotify:album:5RsGXBfziufICYJyhHa6ZA,0.228,0.266,11,-11.42,0,0.034,0.452,0.0,0.16899999999999998,0.238,82.305,4,my_funny_valentine,"My funny valentine
Sweet comic valentine
You make me smile with my heart
Your looks are laughable
Unphotographable
Yet you're my favourite work of art
Is your figure less than greek
Is your mouth a little weak
When you open it to speak
Are you smart?
But don't change a hair for me
Not if you care for me
Stay little valentine stay
Each day is valentines day
Is your figure less than greek
Is your mouth a little weak
When you open it to speak
Are you smart?
But don't you change one hair for me
Not if you care for me
Stay little valentine stay
Each day is valentines day",complete,Frank Sinatra,Frank Sinatra
Too Marvelous for Words - 2007 - Remaster,144813,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,4,1,I've Got You Under My Skin,Frank Sinatra,20,spotify:track:0t71BWaNSQqM7o445yJN7b,spotify:album:5RsGXBfziufICYJyhHa6ZA,0.5479999999999999,0.362,5,-10.246,1,0.0374,0.754,0.0,0.0942,0.664,128.248,4,too_marvelous_for_words,"You're just too marvelous, too marvelous for words
Like ""glorious"", ""glamorous"" and that old standby ""amorous""
It's all too wonderful, I'll never find the words
That say enough, tell enough, I mean they just aren't swell enough
You're much too much, and just too ""very, very""
To ever be in Webster's Dictionary
And so I'm borrowing a love song from the birds
To tell you that you're marvelous - too marvelous for words
You're much - you're too much - and just too ""very, very""
To ever be, to ever be in Webster's Dictionary
And so I'm borrowing a love song from the birds
To tell you that you're marvelous
Tell you that you're marvelous
Tell you that you're marvelous - too marvelous for words",complete,Frank Sinatra,Frank Sinatra
I've Got You Under My Skin - 2007 - Remaster,220986,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,5,1,I've Got You Under My Skin,Frank Sinatra,20,spotify:track:7kE4iRJGHYFk5IXeEdSm3v,spotify:album:5RsGXBfziufICYJyhHa6ZA,0.575,0.402,3,-8.793,0,0.033,0.16699999999999998,0.0,0.0959,0.631,128.452,4,ive_got_you_under_my_skin,"I've got you under my skin
I've got you deep in the heart of me
So deep in my heart that you're really a part of me
I've got you under my skin
I tried so not to give in
I said to myself, 'this affair never will go so well'
But why should I try to resist when, baby, I know so well
I've got you under my skin?

I'd sacrifice anything, come what might
For the sake of having you near
In spite of a warning voice that comes in the night
And repeats, repeats in my ear

""Don't you know little fool, you never can win?
Use your mentality, wake up to reality""
But each time that I do, just the thought of you
Makes me stop before I begin
'Cause I've got you under my skin

I would sacrifice anything, come what might
For the sake of having you near
In spite of a warning voice that comes in the night
And repeats, how it yells in my ear

""Don't you know, little fool, you never can win?
Why not use your mentality? Step up, wake up to reality""
But each time I do, just the thought of you
Makes me stop just before I begin
'Cause I've got you under my skin
Yes, I've got you, under my skin",complete,Frank Sinatra,Frank Sinatra
Mood Indigo - 2007 - Remaster,209493,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,6,1,I've Got You Under My Skin,Frank Sinatra,20,spotify:track:06TekIaQCDksJo09zr4n7R,spotify:album:5RsGXBfziufICYJyhHa6ZA,0.242,0.239,5,-11.928,1,0.0309,0.8490000000000001,0.00209,0.374,0.251,165.85,3,mood_indigo,"You ain't been blue, no, no, no
You ain't been blue 'til you've had that mood indigo
That feeling goes stealing down to my shoes
While I sit and sigh, ""Go 'long blues""

Always get that mood indigo
Since my baby said goodbye
In the evening when the lights are low
I'm so lonesome I could cry
'Cause there's nobody who cares about me
I'm just a soul who's bluer than blue can be
When I get that mood indigo
I could lay me down and die

You ain't been blue, no, no, no, no, no, no, no, no, no, no, no, no
You ain't been blue 'til you've had that mood indigo
That feeling goes stealing down to my shoes
While I just sit around and sigh, ""Go 'long blues""",complete,Frank Sinatra,Frank Sinatra
What Is This Thing Called Love - 2007 - Remaster,154680,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,7,1,I've Got You Under My Skin,Frank Sinatra,20,spotify:track:5qArBVd5MJ8ScsBHiOT4EH,spotify:album:5RsGXBfziufICYJyhHa6ZA,0.17800000000000002,0.302,9,-9.914,0,0.0297,0.8109999999999999,0.0014199999999999998,0.24,0.127,82.46600000000002,3,what_is_this_thing_called_love,"What is this thing called love?
This funny thing called love?
Just who can solve its mystery?
Why should it make a fool of me?

I saw you there one wonderful day
But you took my heart and you threw my heart away
That's why I ask the Lord up in Heaven above
Just what is this thing called love?",complete,Frank Sinatra,Frank Sinatra
I Get a Kick Out of You - 2007 - Remaster,175853,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,8,1,I've Got You Under My Skin,Frank Sinatra,20,spotify:track:4Hdz0zZvKR3M9GQ494kBxU,spotify:album:5RsGXBfziufICYJyhHa6ZA,0.443,0.295,10,-12.417,0,0.0378,0.343,0.0,0.0755,0.5670000000000001,142.958,4,i_get_a_kick_out_of_you,"My story is much to sad to be told
But practically everything leaves me totally cold
The only exception I know is the case
When Im out on a quiet spree, fighting vainly the old ennui
Then I suddenly turn and see
Your fabulous face
I get no kick from champagne
Mere alcohol doesn't thrill me at all
So tell me why should it be true
That I get a kick out of you
Some, they may go for cocaine
I'm sure that if I took even one sniff
It would bore me terrifically, too
Yet I get a kick out of you
I get a kick every time I see you
Standing there before me
I get a kick though it's clear to see
You obviously don't adore me
I get no kick in a plane
Flyin' too high with some gal in the sky is my idea of nothing to do
Yet I get a kick
You give me a boot
I get a kick out of you",complete,Frank Sinatra,Frank Sinatra
Taking a Chance On Love - 2007 - Remaster,135226,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,9,1,I've Got You Under My Skin,Frank Sinatra,20,spotify:track:6gIMJUVN8GTEsOyXGAKnaQ,spotify:album:5RsGXBfziufICYJyhHa6ZA,0.54,0.336,6,-10.941,1,0.0553,0.213,0.0,0.0766,0.642,129.184,4,taking_a_chance_on_love,"I love you. I love you.
Is all that I can say.
I love you. I love you.
The same old worlds I'm saying in the same old way.
I love you. I love you.
Three words that are divine.
And now, my dear, I'm waitin' to hear
The words that will make you mine.
Little girl, I love you.
Can't you see I love you.
I love you. Can't you see I love you.
I love you. I love you.
Three words that are divine.
And now, my dear, I'm waitin' to hear
The words that make you mine.",,Frank Sinatra,Frank Sinatra
A Foggy Day - 2007 - Remaster,159826,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,10,1,I've Got You Under My Skin,Frank Sinatra,20,spotify:track:5xoDHRJCtiBvXjj763D60d,spotify:album:5RsGXBfziufICYJyhHa6ZA,0.479,0.284,3,-11.004,1,0.0451,0.5329999999999999,0.0,0.17,0.474,142.562,4,a_foggy_day,"A foggy day, in london town
It had me low, and it had me down
I viewed the morning, with much alarm
The british museum, had lost it's charm
How long I wondered, could this thing last
But the age of miracles, it hadn't past
And suddenly, I saw you standing right there
And in foggy london town, the sun was shining everywhere",complete,Frank Sinatra,Frank Sinatra
They Can't Take That Away from Me - 2007 - Remaster,119026,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,11,1,I've Got You Under My Skin,Frank Sinatra,20,spotify:track:3EWubzoFI1SSG4fSrC55kj,spotify:album:5RsGXBfziufICYJyhHa6ZA,0.447,0.297,6,-10.406,0,0.0479,0.534,0.0,0.151,0.442,120.166,4,they_cant_take_that_away_from_me,"There are many, many crazy things
That will keep me loving you
And with your permission
May I list a few?
The way you wear your hat
The way you sip your tea
The memory of all that
No, no - they can't take that away from me
The way your smile just beams
The way you sing off-key
The way you haunt my dreams
No, no - they can't take that away from me
We may never, never meet again
On that bumpy road to love
Still I'll always
Always keep the memory of
The way you hold your knife
The way we danced until three
The way you've changed my life
No, no - they can't take that away from me
No, they can't take that away from me",complete,Frank Sinatra,Frank Sinatra
Just One of Those Things - 2007 - Remaster,195693,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,12,1,I've Got You Under My Skin,Frank Sinatra,20,spotify:track:27hxUNqSAL5vOexNBBxKo0,spotify:album:5RsGXBfziufICYJyhHa6ZA,0.454,0.321,0,-11.34,0,0.044,0.446,2.01e-06,0.0842,0.358,150.765,4,just_one_of_those_things,"It was just one of those things
Just one of those crazy flings
One of those bells that now and then rings
Just one of those things
It was just one of those nights
Just one of those fabulous flights
A trip to the moon on gossamer wings
Just one of those things
If we'd thought a bit, of the end of it
When we started painting the town
We'd have been aware that our love affair
Was too hot, not to cool down
So goodbye, dear, and Amen
Here's hoping we'll meet now and then
It was great fun
But it was just one of those things
It was just just one of those nights
Just one of those fabulous flights
A trip to the moon on gossamer wings
Just one of those things
If we'd thought a bit, of the end of it
When we started painting the town
We'd have been aware that our love affair
Was too hot, not to cool down
So goodbye, goodbye, bye, bye, goodbye baby and Amen
Here's hoping we'll meet now and then
It was great fun
But it was just one of those things",complete,Frank Sinatra,Frank Sinatra
In the Wee Small Hours of the Morning - 2007 - Remaster,178933,False,['Frank Sinatra'],['spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0'],False,13,1,I've Got You Under My Skin,Frank Sinatra,20,spotify:track:4QjJUiwaLxLiPAIgEUPdjk,spotify:album:5RsGXBfziufICYJyhHa6ZA,0.278,0.152,0,-13.495,1,0.0366,0.8590000000000001,0.00141,0.125,0.14800000000000002,115.286,4,in_the_wee_small_hours_of_the_morning,"In the wee small hours of the morning
While the whole wide world is fast asleep
You lie awake and think about the girl
And never, ever think of counting sheep

When your lonely heart has learned its lesson
You'd be hers if only she would call
In the wee small hours of the morning
That's the time you miss her most of all


When your lonely heart has learned its lesson
You'd be hers if only she would call
In the wee small hours of the morning
That's the time you miss her most of all",complete,Frank Sinatra,Frank Sinatra
